NAME,POP,FIPS
"Humacao Municipio, Puerto Rico, US",50653,72069
"Morovis Municipio, Puerto Rico, US",30335,72101
"Trujillo Alto Municipio, Puerto Rico, US",63674,72139
"ManatÃ­ Municipio, Puerto Rico, US",37287,72091
"PeÃ±uelas Municipio, Puerto Rico, US",19249,72111
"RincÃ³n Municipio, Puerto Rico, US",13656,72117
"San GermÃ¡n Municipio, Puerto Rico, US",30227,72125
"San SebastiÃ¡n Municipio, Puerto Rico, US",35528,72131
"BayamÃ³n Municipio, Puerto Rico, US",169269,72021
"CanÃ³vanas Municipio, Puerto Rico, US",44674,72029
"Shelby, Tennessee, US",937166,47157
"Henderson, Tennessee, US",28117,47077
"Jefferson, Tennessee, US",54495,47089
"Sequatchie, Tennessee, US",15026,47153
"Carroll, Tennessee, US",27767,47017
"Davidson, Tennessee, US",694144,47037
"Perry, Tennessee, US",8076,47135
"Meigs, Tennessee, US",12422,47121
"Haywood, Tennessee, US",17304,47075
"Montgomery, Tennessee, US",208993,47125
"Grundy, Tennessee, US",13427,47061
"Cocke, Tennessee, US",36004,47029
"DeKalb, Tennessee, US",20490,47041
"Lewis, Tennessee, US",12268,47101
"Obion, Tennessee, US",30069,47131
"Tipton, Tennessee, US",61599,47167
"Dyer, Tennessee, US",37159,47045
"Hamilton, Tennessee, US",367804,47065
"Polk, Tennessee, US",16832,47139
"White, Tennessee, US",27345,47185
"Sullivan, Tennessee, US",158348,47163
"Schoharie, New York, US",30999,36095
"Fulton, New York, US",53383,36035
"Rensselaer, New York, US",158714,36083
"Franklin, New York, US",50022,36033
"Queens, New York, US",2253858,36081
"Washington, New York, US",61204,36115
"New York, New York, US",1628706,36061
"Cayuga, New York, US",76576,36011
"Rockland, New York, US",325789,36087
"Niagara, New York, US",209281,36063
"Essex, New York, US",36885,36031
"Nassau, New York, US",1356924,36059
"Schuyler, New York, US",17807,36097
"Chenango, New York, US",47207,36017
"Jefferson, New York, US",109834,36045
"Suffolk, New York, US",1476601,36103
"Wyoming, New York, US",39859,36121
"Oswego, New York, US",117124,36075
"Wayne, New York, US",89918,36117
"Broome, New York, US",190488,36007
"Erie, New York, US",918702,36029
"Sullivan, New York, US",75432,36105
"Orange, New York, US",384940,36071
"Haywood, North Carolina, US",62317,37087
"Forsyth, North Carolina, US",382295,37067
"Bladen, North Carolina, US",32722,37017
"Carteret, North Carolina, US",69473,37031
"Bertie, North Carolina, US",18947,37015
"Martin, North Carolina, US",22440,37117
"Perquimans, North Carolina, US",13463,37143
"Rockingham, North Carolina, US",91010,37157
"Camden, North Carolina, US",10867,37029
"Gaston, North Carolina, US",224529,37071
"Moore, North Carolina, US",100880,37125
"Stanly, North Carolina, US",62806,37167
"Yancey, North Carolina, US",18069,37199
"Chatham, North Carolina, US",74470,37037
"St. Helena Parish, Louisiana, US",10132,22091
"Webster Parish, Louisiana, US",38340,22119
"De Soto Parish, Louisiana, US",27463,22031
"Iberville Parish, Louisiana, US",32511,22047
"Livingston Parish, Louisiana, US",140789,22063
"Morehouse Parish, Louisiana, US",24874,22067
"Orleans Parish, Louisiana, US",390144,22071
"Terrebonne Parish, Louisiana, US",110461,22109
"Calcasieu Parish, Louisiana, US",203436,22019
"Claiborne Parish, Louisiana, US",15670,22027
"Avoyelles Parish, Louisiana, US",40144,22009
"Jackson Parish, Louisiana, US",15744,22049
"Pointe Coupee Parish, Louisiana, US",21730,22077
"St. Charles Parish, Louisiana, US",53100,22089
"Lafourche Parish, Louisiana, US",97614,22057
"Tensas Parish, Louisiana, US",4334,22107
"LaSalle Parish, Louisiana, US",14892,22059
"Lincoln, Maine, US",34634,23015
"Waldo, Maine, US",39715,23027
"Piscataquis, Maine, US",16785,23021
"Aroostook, Maine, US",67055,23003
"Washington, Maine, US",31379,23029
"Knox, Maine, US",39772,23013
"Sagadahoc, Maine, US",35856,23023
"Kennebec, Maine, US",122302,23011
"Franklin, Maine, US",30199,23007
"Hancock, Maine, US",54987,23009
"Baltimore city, Maryland, US",593490,24510
"Somerset, Maryland, US",25616,24039
"Harford, Maryland, US",255441,24025
"Allegany, Maryland, US",70416,24001
"Magoffin, Kentucky, US",12161,21153
"Rowan, Kentucky, US",24460,21205
"Taylor, Kentucky, US",25769,21217
"Carlisle, Kentucky, US",4760,21039
"Estill, Kentucky, US",14106,21065
"Rapides Parish, Louisiana, US",129648,22079
"Tangipahoa Parish, Louisiana, US",134758,22105
"West Carroll Parish, Louisiana, US",10830,22123
"Caldwell Parish, Louisiana, US",9918,22021
"East Carroll Parish, Louisiana, US",6861,22035
"Evangeline Parish, Louisiana, US",33395,22039
"St. Bernard Parish, Louisiana, US",47244,22087
"West Baton Rouge Parish, Louisiana, US",26465,22121
"Red River Parish, Louisiana, US",8442,22081
"Natchitoches Parish, Louisiana, US",38158,22069
"Catahoula Parish, Louisiana, US",9494,22025
"Franklin Parish, Louisiana, US",20015,22041
"Assumption Parish, Louisiana, US",21891,22007
"Vermilion Parish, Louisiana, US",59511,22113
"Concordia Parish, Louisiana, US",19259,22029
"Oxford, Maine, US",57975,23017
"Penobscot, Maine, US",152148,23019
"Androscoggin, Maine, US",108277,23001
"Cumberland, Maine, US",295003,23005
"York, Maine, US",207641,23031
"Somerset, Maine, US",50484,23025
"Worcester, Maryland, US",52276,24047
"Talbot, Maryland, US",37181,24041
"Barnstable, Massachusetts, US",212990,25001
"Berkshire, Massachusetts, US",124944,25003
"Plymouth, Massachusetts, US",521202,25023
"Norfolk, Massachusetts, US",706775,25021
"Pasquotank, North Carolina, US",39824,37139
"Robeson, North Carolina, US",130625,37155
"Swain, North Carolina, US",14271,37173
"Wake, North Carolina, US",1111761,37183
"Anson, North Carolina, US",24446,37007
"McDowell, North Carolina, US",45756,37111
"Franklin, North Carolina, US",69685,37069
"Jones, North Carolina, US",9419,37103
"Macon, North Carolina, US",35858,37113
"Brunswick, North Carolina, US",142820,37019
"Transylvania, North Carolina, US",34385,37175
"Beaufort, North Carolina, US",46994,37013
"Columbus, North Carolina, US",55508,37047
"Lincoln, North Carolina, US",86111,37109
"Montgomery, North Carolina, US",27173,37123
"Orange, North Carolina, US",148476,37135
"Richmond, North Carolina, US",44829,37153
"Sampson, North Carolina, US",63531,37163
"Surry, North Carolina, US",71783,37171
"Avery, North Carolina, US",17557,37011
"Buncombe, North Carolina, US",261191,37021
"Cabarrus, North Carolina, US",216453,37025
"Caswell, North Carolina, US",22604,37033
"Davie, North Carolina, US",42846,37059
"Davidson, North Carolina, US",167609,37057
"Duplin, North Carolina, US",58741,37061
"Durham, North Carolina, US",321488,37063
"Hertford, North Carolina, US",23677,37091
"Lee, North Carolina, US",61779,37105
"New Hanover, North Carolina, US",234473,37129
"Pender, North Carolina, US",63060,37141
"Wayne, North Carolina, US",123131,37191
"Scotland, North Carolina, US",34823,37165
"Watauga, North Carolina, US",56177,37189
"Halifax, North Carolina, US",50010,37083
"Alamance, North Carolina, US",169509,37001
"Tyrrell, North Carolina, US",4016,37177
"Stark, North Dakota, US",31489,38089
"Wells, North Dakota, US",3834,38103
"Burke, North Dakota, US",2115,38013
"Mountrail, North Dakota, US",10545,38061
"Williams, North Dakota, US",37589,38105
"Billings, North Dakota, US",928,38007
"Jackson, North Carolina, US",43938,37099
"Kidder, North Dakota, US",2480,38043
"Cavalier, North Dakota, US",3762,38019
"Grant, North Dakota, US",2274,38037
"McHenry, North Dakota, US",5745,38049
"ComerÃ­o Municipio, Puerto Rico, US",18648,72045
"Juana DÃ­az Municipio, Puerto Rico, US",44679,72075
"Las MarÃ­as Municipio, Puerto Rico, US",7927,72083
"Corozal Municipio, Puerto Rico, US",32293,72047
"Maunabo Municipio, Puerto Rico, US",10321,72095
"Ponce Municipio, Puerto Rico, US",131881,72113
"Toa Alta Municipio, Puerto Rico, US",72025,72135
"Toa Baja Municipio, Puerto Rico, US",74271,72137
"Vieques Municipio, Puerto Rico, US",8386,72147
"Yabucoa Municipio, Puerto Rico, US",32282,72151
"Aguada Municipio, Puerto Rico, US",36694,72003
"Caguas Municipio, Puerto Rico, US",124606,72025
"Cidra Municipio, Puerto Rico, US",38307,72041
"Coamo Municipio, Puerto Rico, US",38336,72043
"Dorado Municipio, Puerto Rico, US",36141,72051
"Luquillo Municipio, Puerto Rico, US",17665,72089
"Barranquitas Municipio, Puerto Rico, US",27725,72019
"Orocovis Municipio, Puerto Rico, US",20220,72107
"San Lorenzo Municipio, Puerto Rico, US",35989,72129
"Ceiba Municipio, Puerto Rico, US",10904,72037
"Ciales Municipio, Puerto Rico, US",15808,72039
"Isabela Municipio, Puerto Rico, US",40423,72071
"Jayuya Municipio, Puerto Rico, US",13891,72073
"Lares Municipio, Puerto Rico, US",24276,72081
"San Juan Municipio, Puerto Rico, US",318441,72127
"Vega Alta Municipio, Puerto Rico, US",36061,72143
"Maricao Municipio, Puerto Rico, US",5430,72093
"Johnston, North Carolina, US",209339,37101
"Person, North Carolina, US",39490,37145
"Ashe, North Carolina, US",27203,37009
"Lenoir, North Carolina, US",55949,37107
"Onslow, North Carolina, US",197938,37133
"Rutherford, North Carolina, US",67029,37161
"Yadkin, North Carolina, US",37667,37197
"Burke, North Carolina, US",90485,37023
"Traill, North Dakota, US",8036,38097
"Dickey, North Dakota, US",4872,38021
"Ward, North Dakota, US",67641,38101
"Pembina, North Dakota, US",6801,38067
"Hettinger, North Dakota, US",2499,38041
"Cass, North Dakota, US",181923,38017
"Emmons, North Dakota, US",3241,38029
"Richland, North Dakota, US",16177,38077
"Adams, North Dakota, US",2216,38001
"Eddy, North Dakota, US",2287,38027
"Mercer, North Dakota, US",8187,38057
"Ransom, North Dakota, US",5218,38073
"Sioux, North Dakota, US",4230,38085
"Golden Valley, North Dakota, US",1761,38033
"Towner, North Dakota, US",2189,38095
"Divide, North Dakota, US",2264,38023
"Sargent, North Dakota, US",3898,38081
"Meigs, Ohio, US",22907,39105
"Champaign, Ohio, US",38885,39021
"Greene, Ohio, US",168937,39057
"Lawrence, Ohio, US",59463,39087
"Morgan, Ohio, US",14508,39115
"Wyandot, Ohio, US",21772,39175
"Erie, Ohio, US",74266,39043
"Logan, Ohio, US",45672,39091
"Summit, Ohio, US",541013,39153
"Shelby, Ohio, US",48590,39149
"Williams, Ohio, US",36692,39171
"Columbiana, Ohio, US",101883,39029
"Fulton, Ohio, US",42126,39051
"Gallia, Ohio, US",29898,39053
"Mahoning, Ohio, US",228683,39099
"Scioto, Ohio, US",75314,39145
"Morrow, Ohio, US",35328,39117
"Preble, Ohio, US",40882,39135
"Allen, Ohio, US",102351,39003
"Crawford, Ohio, US",41494,39033
"Guernsey, Ohio, US",38875,39059
"Mercer, Ohio, US",41172,39107
"Clark, Ohio, US",134083,39023
"Lorain, Ohio, US",309833,39093
"Montgomery, Ohio, US",531687,39113
"Warren, Ohio, US",234602,39165
"Ashtabula, Ohio, US",97241,39007
"Kay, Oklahoma, US",43538,40071
"Craig, Oklahoma, US",14142,40035
"Canadian, Oklahoma, US",148306,40017
"Latimer, Oklahoma, US",10073,40077
"Texas, Oklahoma, US",19983,40139
"Pushmataha, Oklahoma, US",11096,40127
"Johnston, Oklahoma, US",11085,40069
"Bacon, Georgia, US",11164,13005
"Brantley, Georgia, US",19109,13025
"Livingston, Illinois, US",35648,17105
"Scott, Illinois, US",4951,17171
"Tazewell, Illinois, US",131803,17179
"Warren, Illinois, US",16844,17187
"Harrison, Indiana, US",40515,18061
"LaPorte, Indiana, US",109888,18091
"Wabash, Indiana, US",30996,18169
"Jasper, Indiana, US",33562,18073
"Martin, Indiana, US",10255,18101
"Porter, Indiana, US",170389,18127
"Ripley, Indiana, US",28324,18137
"Spencer, Indiana, US",20277,18147
"Tipton, Indiana, US",15148,18159
"Vigo, Indiana, US",107038,18167
"Warrick, Indiana, US",62998,18173
"DeKalb, Indiana, US",43475,18033
"LaGrange, Indiana, US",39614,18087
"Rush, Indiana, US",16581,18139
"Boone, Indiana, US",67843,18011
"Lake, Indiana, US",485493,18089
"Montgomery, Indiana, US",38338,18107
"Adams, Indiana, US",35777,18001
"Fayette, Indiana, US",23102,18041
"Clay, Indiana, US",26225,18021
"Dubois, Indiana, US",42736,18037
"Franklin, Indiana, US",22758,18047
"Hancock, Indiana, US",78168,18059
"Howard, Indiana, US",82544,18067
"Ohio, Indiana, US",5875,18115
"Parke, Indiana, US",16937,18121
"Randolph, Indiana, US",24665,18135
"Benton, Indiana, US",8748,18007
"Brown, Indiana, US",15092,18013
"Putnam, Indiana, US",37576,18133
"Washington, Indiana, US",28036,18175
"Daviess, Indiana, US",33351,18027
"Henry, Indiana, US",47972,18065
"Knox, Indiana, US",36594,18083
"Madison, Indiana, US",129569,18095
"Pike, Indiana, US",12389,18125
"Pulaski, Indiana, US",12353,18131
"Steuben, Indiana, US",34594,18151
"Poweshiek, Iowa, US",18504,19157
"Clayton, Iowa, US",17549,19043
"Bremer, Iowa, US",25062,19017
"Emmet, Iowa, US",9208,19063
"Hancock, Iowa, US",10630,19081
"Jackson, Iowa, US",19439,19097
"Lee, Iowa, US",33657,19111
"Warren, Iowa, US",51466,19181
"Mahaska, Iowa, US",22095,19123
"Clay, Iowa, US",16016,19041
"Delaware, Iowa, US",17011,19055
"Wayne, Iowa, US",6441,19185
"Scott, Iowa, US",172943,19163
"Sherman, Kansas, US",5917,20181
"Thomas, Kansas, US",7777,20193
"Morris, Kansas, US",5620,20127
"Rooks, Kansas, US",4920,20163
"Clark, Kansas, US",1994,20025
"Benson, North Dakota, US",6832,38005
"LaMoure, North Dakota, US",4046,38045
"Morton, North Dakota, US",31364,38059
"Dunn, North Dakota, US",4424,38025
"McIntosh, North Dakota, US",2497,38051
"Nelson, North Dakota, US",2879,38063
"Rolette, North Dakota, US",14176,38079
"Walsh, North Dakota, US",10641,38099
"Bottineau, North Dakota, US",6282,38009
"Barnes, North Dakota, US",10415,38003
"Grand Forks, North Dakota, US",69451,38035
"McKenzie, North Dakota, US",15024,38053
"McLean, North Dakota, US",9450,38055
"Pierce, North Dakota, US",3975,38069
"Renville, North Dakota, US",2327,38075
"Bowman, North Dakota, US",3024,38011
"Burleigh, North Dakota, US",95626,38015
"Logan, North Dakota, US",1850,38047
"Oliver, North Dakota, US",1959,38065
"Stutsman, North Dakota, US",20704,38093
"Ramsey, North Dakota, US",11519,38071
"Foster, North Dakota, US",3210,38031
"Griggs, North Dakota, US",2231,38039
"Sheridan, North Dakota, US",1315,38083
"Slope, North Dakota, US",750,38087
"Union, Ohio, US",58988,39159
"Pike, Ohio, US",27772,39131
"Paulding, Ohio, US",18672,39125
"Hamilton, Ohio, US",817473,39061
"Franklin, Ohio, US",1316756,39049
"Marion, Ohio, US",65093,39101
"Tuscarawas, Ohio, US",91987,39157
"Wayne, Ohio, US",115710,39169
"Brown, Ohio, US",43432,39015
"Butler, Ohio, US",383134,39017
"Harrison, Ohio, US",15040,39067
"Knox, Ohio, US",62322,39083
"Licking, Ohio, US",176862,39089
"Richland, Ohio, US",121154,39139
"Vinton, Ohio, US",13085,39163
"Carroll, Ohio, US",26914,39019
"Hancock, Ohio, US",75783,39063
"Clermont, Ohio, US",206428,39025
"Steele, North Dakota, US",1890,38091
"Fairfield, Ohio, US",157574,39045
"Defiance, Ohio, US",38087,39039
"Highland, Ohio, US",43161,39071
"Henry, Ohio, US",27006,39069
"Jefferson, Ohio, US",65325,39081
"Portage, Ohio, US",162466,39133
"Putnam, Ohio, US",33861,39137
"Colonial Heights city, Virginia, US",17370,51570
"Bland, Virginia, US",6280,51021
"Botetourt, Virginia, US",33419,51023
"Bristol city, Virginia, US",16762,51520
"Williamsburg city, Virginia, US",14954,51830
"Carroll, Virginia, US",29791,51035
"Washington, Virginia, US",53740,51191
"Page, Virginia, US",23902,51139
"Alexandria city, Virginia, US",159428,51510
"Hampton city, Virginia, US",134510,51650
"Arlington, Virginia, US",236842,51013
"Buchanan, Virginia, US",21004,51027
"Stafford, Virginia, US",152882,51179
"Richmond city, Virginia, US",230436,51760
"Essex, Virginia, US",10953,51057
"Tazewell, Virginia, US",40595,51185
"Manassas Park city, Virginia, US",17478,51685
"Sussex, Virginia, US",11159,51183
"Manassas city, Virginia, US",41085,51683
"Salem city, Virginia, US",25301,51775
"Charlotte, Virginia, US",11880,51037
"Greensville, Virginia, US",11336,51081
"Thurston, Washington, US",290536,53067
"Columbia, Washington, US",3985,53013
"Klickitat, Washington, US",22425,53039
"Grays Harbor, Washington, US",75061,53027
"Wahkiakum, Washington, US",4488,53069
"Grant, Washington, US",97733,53025
"Snohomish, Washington, US",822083,53061
"Summers, West Virginia, US",12573,54089
"Greenbrier, West Virginia, US",34662,54025
"Mineral, West Virginia, US",26868,54057
"Lewis, West Virginia, US",15907,54041
"Pocahontas, West Virginia, US",8247,54075
"Randolph, West Virginia, US",28695,54083
"Wirt, West Virginia, US",5821,54105
"Clay, West Virginia, US",8508,54015
"Monongalia, West Virginia, US",105612,54061
"Wetzel, West Virginia, US",15065,54103
"Kanawha, West Virginia, US",178124,54039
"Preston, West Virginia, US",33432,54077
"Ritchie, West Virginia, US",9554,54085
"Lincoln, West Virginia, US",20409,54043
"Braxton, West Virginia, US",13957,54007
"Boone, West Virginia, US",21457,54005
"Wyoming, West Virginia, US",20394,54109
"Dunn, Wisconsin, US",45368,55033
"Grant, Wisconsin, US",51439,55043
"Sheboygan, Wisconsin, US",115340,55117
"Menominee, Wisconsin, US",4556,55078
"Buffalo, Wisconsin, US",13031,55011
"La Crosse, Wisconsin, US",118016,55063
"Marathon, Wisconsin, US",135692,55073
"Trempealeau, Wisconsin, US",29649,55121
"Dodge, Wisconsin, US",87839,55027
"Vilas, Wisconsin, US",22195,55125
"Manitowoc, Wisconsin, US",78981,55071
"Burnett, Wisconsin, US",15414,55013
"Desha, Arkansas, US",11361,05041
"Fulton, Arkansas, US",12477,05049
"Howard, Arkansas, US",13202,05061
"Garland, Arkansas, US",99386,05051
"Mississippi, Arkansas, US",40651,05093
"Pope, Arkansas, US",64072,05115
"Prairie, Arkansas, US",8062,05117
"Union, Arkansas, US",38682,05139
"Woodruff, Arkansas, US",6320,05147
"Cleburne, Arkansas, US",24919,05023
"Cleveland, Arkansas, US",7956,05025
"Jackson, Arkansas, US",16719,05067
"Hempstead, Arkansas, US",21532,05057
"Sharp, Arkansas, US",17442,05135
"Stone, Arkansas, US",12506,05137
"Washington, Arkansas, US",239187,05143
"Baxter, Arkansas, US",41932,05005
"Ashley, Arkansas, US",19657,05003
"Craighead, Arkansas, US",110332,05031
"Greene, Arkansas, US",45325,05055
"Perry, Arkansas, US",10455,05105
"Poinsett, Arkansas, US",23528,05111
"Sevier, Arkansas, US",17007,05133
"Calhoun, Arkansas, US",5189,05013
"Clark, Arkansas, US",22320,05019
"Lawrence, Arkansas, US",16406,05075
"Monroe, Arkansas, US",6701,05095
"Ben Hill, Georgia, US",16700,13017
"Burke, Georgia, US",22383,13033
"Catoosa, Georgia, US",67580,13047
"Chattahoochee, Georgia, US",10907,13053
"Chattooga, Georgia, US",24789,13055
"Columbia, Georgia, US",156714,13073
"Decatur, Georgia, US",26404,13087
"Floyd, Georgia, US",98498,13115
"Forsyth, Georgia, US",244252,13117
"Habersham, Georgia, US",45328,13137
"Hart, Georgia, US",26205,13147
"Lowndes, Georgia, US",117406,13185
"McIntosh, Georgia, US",14378,13191
"Meriwether, Georgia, US",21167,13199
"Monroe, Georgia, US",27578,13207
"Putnam, Georgia, US",22119,13237
"Sumter, Georgia, US",29524,13261
"Taliaferro, Georgia, US",1537,13265
"Warren, Georgia, US",5254,13301
"Bryan, Georgia, US",39627,13029
"Butts, Georgia, US",24936,13035
"Camden, Georgia, US",54666,13039
"Crawford, Georgia, US",12404,13079
"Early, Georgia, US",10190,13099
"Coffee, Georgia, US",43273,13069
"Coweta, Georgia, US",148509,13077
"Gilmer, Georgia, US",31369,13123
"Walton, Georgia, US",94593,13297
"Wilkes, Georgia, US",9777,13317
"Dodge, Georgia, US",20605,13091
"Gordon, Georgia, US",57963,13129
"Cherokee, Georgia, US",258773,13057
"Fayette, Georgia, US",114421,13113
"Lee, Georgia, US",29992,13177
"Pickens, Georgia, US",32591,13227
"Greene, Georgia, US",18324,13133
"Cook, Georgia, US",17270,13075
"Dawson, Georgia, US",26108,13085
"Fulton, Georgia, US",1063937,13121
"Hawaii, Hawaii, US",201513,15001
"Honolulu, Hawaii, US",974563,15003
"Kauai, Hawaii, US",72293,15007
"Kalawao, Hawaii, US",86,15005
"Cassia, Idaho, US",24030,16031
"Lincoln, Idaho, US",5366,16063
"Valley, Idaho, US",11392,16085
"Franklin, Idaho, US",13876,16041
"Nez Perce, Idaho, US",40408,16069
"Kootenai, Idaho, US",165697,16055
"Minidoka, Idaho, US",21039,16067
"Twin Falls, Idaho, US",86878,16083
"Blaine, Idaho, US",23021,16013
"Boise, Idaho, US",7831,16015
"Butte, Idaho, US",2597,16023
"Gooding, Idaho, US",15179,16047
"Ada, Idaho, US",481587,16001
"Bear Lake, Idaho, US",6125,16007
"Bingham, Idaho, US",46811,16011
"Camas, Idaho, US",1106,16025
"Clearwater, Idaho, US",8756,16035
"Harper, Kansas, US",5436,20077
"Lyon, Kansas, US",33195,20111
"Pawnee, Kansas, US",6414,20145
"Comanche, Kansas, US",1700,20033
"Gove, Kansas, US",2636,20063
"Harvey, Kansas, US",34429,20079
"Kearny, Kansas, US",3838,20093
"McPherson, Kansas, US",28542,20113
"Greeley, Kansas, US",1232,20071
"Ellis, Kansas, US",28553,20051
"Linn, Kansas, US",9703,20107
"Seward, Kansas, US",21428,20175
"Johnson, Kansas, US",602401,20091
"Miami, Kansas, US",34237,20121
"Shelby, Missouri, US",5930,29205
"Webster, Missouri, US",39592,29225
"Atchison, Missouri, US",5143,29005
"Bates, Missouri, US",16172,29013
"Benton, Missouri, US",19443,29015
"Carter, Missouri, US",5982,29035
"Dade, Missouri, US",7561,29057
"Fayette, Ohio, US",28525,39047
"Perry, Ohio, US",36134,39127
"Pickaway, Ohio, US",58457,39129
"Madison, Ohio, US",44731,39097
"Muskingum, Ohio, US",86215,39119
"Sandusky, Ohio, US",58518,39143
"Van Wert, Ohio, US",28275,39161
"Washington, Ohio, US",59911,39167
"Auglaize, Ohio, US",45656,39011
"Darke, Ohio, US",51113,39037
"Ottawa, Ohio, US",40525,39123
"Hardin, Ohio, US",31365,39065
"Jackson, Ohio, US",32413,39079
"Huron, Ohio, US",58266,39077
"Athens, Ohio, US",65327,39009
"Adams, Ohio, US",27698,39001
"Medina, Ohio, US",179746,39103
"Lucas, Ohio, US",428348,39095
"Noble, Ohio, US",14424,39121
"Seneca, Ohio, US",55178,39147
"Stark, Ohio, US",370606,39151
"Coshocton, Ohio, US",36600,39031
"Delaware, Ohio, US",209177,39041
"Geauga, Ohio, US",93649,39055
"Hocking, Ohio, US",28264,39073
"Lake, Ohio, US",230149,39085
"Ross, Ohio, US",76666,39141
"Cuyahoga, Ohio, US",1235072,39035
"Holmes, Ohio, US",43960,39075
"Miami, Ohio, US",106987,39109
"Monroe, Ohio, US",13654,39111
"Trumbull, Ohio, US",197974,39155
"Wood, Ohio, US",130817,39173
"Ashland, Ohio, US",53484,39005
"Dewey, Oklahoma, US",4891,40043
"Harper, Oklahoma, US",3688,40059
"Logan, Oklahoma, US",48011,40083
"Tulsa, Oklahoma, US",651552,40143
"Washington, Oklahoma, US",51527,40147
"Harmon, Oklahoma, US",2653,40057
"Haskell, Oklahoma, US",12627,40061
"Okmulgee, Oklahoma, US",38465,40111
"Osage, Oklahoma, US",46963,40113
"Belmont, Ohio, US",67006,39013
"Clinton, Ohio, US",41968,39027
"Jefferson, Oklahoma, US",6002,40067
"Garfield, Oklahoma, US",61056,40047
"Garvin, Oklahoma, US",27711,40049
"Pittsburg, Oklahoma, US",43654,40121
"Fluvanna, Virginia, US",27270,51065
"Amelia, Virginia, US",13145,51007
"Radford city, Virginia, US",18249,51750
"Door, Wisconsin, US",27668,55029
"Fond du Lac, Wisconsin, US",103403,55039
"Pepin, Wisconsin, US",7287,55091
"Richland, Wisconsin, US",17252,55103
"Waushara, Wisconsin, US",24443,55137
"Lafayette, Wisconsin, US",16665,55065
"Pierce, Wisconsin, US",42754,55093
"Calumet, Wisconsin, US",50089,55015
"Kenosha, Wisconsin, US",169561,55059
"Johnson, Wyoming, US",8445,56019
"Laramie, Wyoming, US",99500,56021
"Teton, Wyoming, US",23464,56039
"San Jacinto, Texas, US",28859,48407
"Upshur, Texas, US",41753,48459
"Waller, Texas, US",55246,48473
"Wilson, Texas, US",51070,48493
"Hockley, Texas, US",23021,48219
"Midland, Texas, US",176832,48329
"Llano, Texas, US",21795,48299
"Fannin, Texas, US",35514,48147
"Brazos, Texas, US",229211,48041
"Gaines, Texas, US",21492,48165
"Gray, Texas, US",21886,48179
"Jack, Texas, US",8935,48237
"Bosque, Texas, US",18685,48035
"Bexar, Texas, US",2003554,48029
"Baylor, Texas, US",3509,48023
"Denton, Texas, US",887207,48121
"Galveston, Texas, US",342139,48167
"Roberts, Texas, US",854,48393
"Uvalde, Texas, US",26741,48463
"Bowie, Texas, US",93245,48037
"Kent, Texas, US",762,48263
"Somervell, Texas, US",9128,48425
"Hardin, Texas, US",57602,48199
"Leon, Texas, US",17404,48289
"Newton, Texas, US",13595,48351
"Reeves, Texas, US",15976,48389
"Travis, Texas, US",1273954,48453
"Collingsworth, Texas, US",2920,48087
"Erath, Texas, US",42698,48143
"Motley, Texas, US",1200,48345
"Coleman, Texas, US",8175,48083
"Medina, Texas, US",51584,48325
"Henderson, Texas, US",82737,48213
"Lamar, Texas, US",49859,48277
"Kimble, Texas, US",4337,48267
"Washington, Texas, US",35882,48477
"Stephens, Texas, US",9366,48429
"Andrews, Texas, US",18705,48003
"Gonzales, Texas, US",20837,48177
"Lynn, Texas, US",5951,48305
"Zapata, Texas, US",14179,48505
"Hood, Texas, US",61643,48221
"King, Texas, US",272,48269
"Cherokee, Texas, US",52646,48073
"Delta, Texas, US",5331,48119
"Jones, Texas, US",20083,48253
"Jim Wells, Texas, US",40482,48249
"Dallam, Texas, US",7287,48111
"Howard, Maryland, US",325690,24027
"Prince George's, Maryland, US",909327,24033
"Anne Arundel, Maryland, US",579234,24003
"Baltimore, Maryland, US",827370,24005
"Frederick, Maryland, US",259547,24021
"Calvert, Maryland, US",92525,24009
"Garrett, Maryland, US",29014,24023
"Kent, Maryland, US",19422,24029
"Montgomery, Maryland, US",1050688,24031
"Carroll, Maryland, US",168447,24013
"Queen Anne's, Maryland, US",50381,24035
"St. Mary's, Maryland, US",113510,24037
"Charles, Maryland, US",163257,24017
"Dorchester, Maryland, US",31929,24019
"Washington, Maryland, US",151049,24043
"Wicomico, Maryland, US",103609,24045
"Cecil, Maryland, US",102855,24015
"Caroline, Maryland, US",33406,24011
"Suffolk, Massachusetts, US",803907,25025
"Dukes, Massachusetts, US",17332,25007
"Middlesex, Massachusetts, US",1611699,25017
"Bristol, Massachusetts, US",565217,25005
"Hampden, Massachusetts, US",466372,25013
"Essex, Massachusetts, US",789034,25009
"Franklin, Massachusetts, US",70180,25011
"Worcester, Massachusetts, US",830622,25027
"Hampshire, Massachusetts, US",160830,25015
"Conway, Arkansas, US",20846,05029
"Newton, Arkansas, US",7753,05101
"Arkansas, Arkansas, US",17486,05001
"Lonoke, Arkansas, US",73309,05085
"Carroll, Arkansas, US",28380,05015
"St. Francis, Arkansas, US",24994,05123
"Pulaski, Arkansas, US",391911,05119
"Merced, California, US",277680,06047
"Mariposa, California, US",17203,06043
"Modoc, California, US",8841,06049
"Contra Costa, California, US",1153526,06013
"Inyo, California, US",18039,06027
"Stanislaus, California, US",550660,06099
"Santa Barbara, California, US",446499,06083
"Tehama, California, US",65084,06103
"Mono, California, US",14444,06051
"San Benito, California, US",62808,06069
